date;meals;amount
2013-05-14;86;1.101,48
2013-05-13;86;1.101,48
2013-05-12;102;1.298,63
2013-05-11;100;1.276,81
2013-05-10;103;1.309,55
2013-05-09;81;1.030,07
2013-05-08;94;1.203,47
2013-05-07;96;1.223,87
2013-05-06;96;1.223,87
2013-05-05;99;1.265,89
2013-05-04;88;1.124,00
2013-05-03;95;1.211,31
2013-05-02;86;1.101,47
2013-05-01;88;1.121,87
2013-04-30;94;1.193,27
2013-04-29;86;1.101,47
2013-04-28;91;1.156,74
2013-04-27;89;1.134,91
2013-04-26;99;1.265,88
2013-04-25;88;1.121,86
2013-04-24;90;1.142,26
2013-04-23;90;1.142,26
2013-04-22;91;1.162,66
2013-04-21;86;1.091,25
2013-04-20;87;1.113,07
2013-04-19;91;1.156,73
2013-04-18;84;1.070,85
2013-04-17;81;1.030,05
2013-04-16;94;1.193,25
2013-04-15;90;1.152,45
2013-04-14;92;1.167,64
2013-04-13;89;1.134,90
2013-04-12;86;1.091,24
2013-04-11;84;1.070,85
2013-04-10;81;1.030,05
2013-04-09;80;1.019,85
2013-04-08;86;1.091,25
2013-04-07;103;1.309,51
2013-04-06;103;1.309,51
2013-04-05;92;1.167,63
2013-04-04;92;1.172,84
2013-04-03;82;1.050,44
2013-04-02;94;1.203,44
2013-04-01;82;1.040,24
2013-03-31;97;1.233,11
2013-03-30;98;1.254,94
2013-03-29;95;1.211,28
2013-03-28;95;1.213,64
2013-03-27;95;1.213,63
2013-03-26;86;1.091,23
2013-03-25;87;1.111,63
2013-03-24;95;1.211,27
2013-03-23;102;1.298,59
2013-03-22;87;1.113,05
2013-03-21;89;1.132,03
2013-03-20;81;1.030,03
2013-03-19;87;1.111,63
2013-03-18;94;1.193,23
2013-03-17;88;1.123,96
2013-03-16;90;1.145,78
2013-03-15;93;1.189,44
2013-03-14;88;1.121,82
2013-03-13;88;1.121,82
2013-03-12;87;1.111,62
2013-03-11;93;1.183,02
2013-03-10;96;1.222,17
2013-03-09;93;1.189,43
2013-03-08;87;1.113,03
2013-03-07;89;1.132,02
2013-03-06;87;1.111,62
2013-03-05;88;1.121,81
2013-03-04;84;1.070,81
2013-03-03;96;1.222,17
2013-03-02;92;1.178,51
2013-03-01;92;1.167,60
2013-02-28;83;1.060,61
2013-02-27;82;1.040,21
2013-02-26;95;1.213,61
2013-02-25;82;1.050,41
2013-02-24;86;1.091,19
2013-02-23;90;1.145,76
2013-02-22;97;1.233,07
2013-02-21;90;1.142,20
2013-02-20;83;1.060,60
2013-02-19;92;1.172,80
2013-02-18;82;1.040,20
2013-02-17;90;1.145,76
2013-02-16;89;1.134,84
2013-02-15;102;1.298,55
2013-02-14;87;1.111,60
2013-02-13;87;1.111,60
2013-02-12;86;1.091,20
2013-02-11;95;1.213,59
2013-02-10;103;1.309,46
2013-02-09;100;1.276,72
2013-02-08;98;1.254,89
2013-02-07;89;1.131,99
2013-02-06;85;1.080,99
2013-02-05;94;1.203,39
2013-02-04;81;1.029,99
2013-02-03;98;1.254,88
2013-02-02;92;1.167,57
2013-02-01;91;1.156,65
2013-01-31;86;1.091,18
2013-01-30;92;1.172,78
2013-01-29;91;1.162,58
2013-01-28;89;1.131,98
2013-01-27;100;1.276,70
2013-01-26;96;1.222,13
2013-01-25;98;1.254,87
2013-01-24;94;1.203,38
2013-01-23;94;1.203,38
2013-01-22;86;1.091,18
2013-01-21;87;1.111,58
2013-01-20;86;1.102,07
2013-01-19;87;1.112,99
2013-01-18;96;1.222,12
2013-01-17;86;1.091,17
2013-01-16;85;1.080,97
2013-01-15;89;1.131,97
2013-01-14;93;1.182,97
2013-01-13;99;1.265,78
2013-01-12;102;1.298,52
2013-01-11;98;1.254,86
2013-01-10;93;1.182,96
2013-01-09;92;1.172,76
2013-01-08;87;1.111,56
2013-01-07;85;1.080,96
2013-01-06;86;1.091,14
2013-01-05;91;1.156,63
2013-01-04;92;1.178,45
2013-01-03;93;1.182,96
2013-01-02;91;1.162,56
2013-01-01;92;1.172,76
2012-12-31;82;1.040,16
2012-12-30;92;1.178,45
2012-12-29;93;1.189,36
2012-12-28;98;1.243,93
2012-12-27;84;1.070,75
2012-12-26;81;1.029,95
2012-12-25;86;1.101,35
2012-12-24;82;1.040,15
2012-12-23;102;1.298,50
2012-12-22;99;1.265,75
2012-12-21;96;1.222,10
2012-12-20;96;1.223,75
2012-12-19;95;1.213,54
2012-12-18;82;1.050,34
2012-12-17;85;1.080,94
2012-12-16;90;1.145,69
2012-12-15;98;1.243,92
2012-12-14;87;1.112,95
2012-12-13;81;1.029,94
2012-12-12;90;1.152,34
2012-12-11;94;1.203,34
2012-12-10;94;1.193,14
2012-12-09;92;1.167,52
2012-12-08;92;1.167,51
2012-12-07;88;1.123,86
2012-12-06;86;1.101,33
2012-12-05;91;1.162,53
2012-12-04;89;1.131,93
2012-12-03;82;1.050,33
2012-12-02;92;1.167,51
2012-12-01;90;1.145,68
2012-11-30;91;1.156,59
2012-11-29;92;1.172,73
2012-11-28;92;1.172,73
2012-11-27;96;1.223,72
2012-11-26;80;1.019,72
2012-11-25;99;1.265,73
2012-11-24;92;1.167,50
2012-11-23;87;1.112,93
2012-11-22;91;1.162,52
2012-11-21;82;1.050,32
2012-11-20;92;1.172,72
2012-11-19;91;1.162,52
2012-11-18;86;1.102,01
2012-11-17;101;1.287,55
2012-11-16;86;1.091,09
2012-11-15;85;1.080,91
2012-11-14;90;1.142,11
2012-11-13;82;1.040,11
2012-11-12;86;1.091,11
2012-11-11;90;1.145,66
2012-11-10;103;1.309,37
2012-11-09;89;1.134,74
2012-11-08;90;1.142,11
2012-11-07;86;1.091,11
2012-11-06;86;1.091,11
2012-11-05;80;1.019,70
2012-11-04;86;1.091,08
2012-11-03;101;1.287,53
2012-11-02;89;1.134,74
2012-11-01;86;1.091,10
2012-10-31;82;1.050,30
2012-10-30;88;1.121,70
2012-10-29;82;1.040,10
2012-10-28;101;1.287,53
2012-10-27;93;1.189,30
2012-10-26;87;1.112,90
2012-10-25;90;1.152,29
2012-10-24;93;1.182,89
2012-10-23;84;1.070,69
2012-10-22;86;1.091,09
2012-10-21;103;1.309,35
2012-10-20;103;1.309,35
2012-10-19;86;1.091,07
2012-10-18;80;1.019,69
2012-10-17;94;1.203,29
2012-10-16;80;1.019,69
2012-10-15;86;1.091,09
2012-10-14;94;1.200,20
2012-10-13;88;1.123,80
2012-10-12;98;1.254,77
2012-10-11;92;1.172,68
2012-10-10;82;1.050,28
2012-10-09;95;1.213,48
2012-10-08;86;1.091,08
2012-10-07;94;1.200,20
2012-10-06;90;1.145,62
2012-10-05;92;1.167,45
2012-10-04;88;1.121,68
2012-10-03;82;1.040,07
2012-10-02;89;1.131,87
2012-10-01;94;1.203,27
2012-09-30;91;1.156,53
2012-09-29;86;1.091,05
2012-09-28;103;1.309,33
2012-09-27;83;1.060,47
2012-09-26;88;1.121,67
2012-09-25;82;1.040,07
2012-09-24;94;1.203,27
2012-09-23;90;1.145,61
2012-09-22;92;1.167,44
2012-09-21;89;1.134,70
2012-09-20;84;1.070,66
2012-09-19;86;1.091,06
2012-09-18;84;1.070,66
2012-09-17;84;1.070,66
2012-09-16;89;1.134,69
2012-09-15;91;1.156,52
2012-09-14;96;1.222,00
2012-09-13;92;1.172,66
2012-09-12;87;1.111,45
2012-09-11;85;1.080,85
2012-09-10;88;1.121,65
2012-09-09;97;1.232,91
2012-09-08;89;1.134,68
2012-09-07;100;1.276,56
2012-09-06;82;1.050,25
2012-09-05;88;1.121,65
2012-09-04;83;1.060,45
2012-09-03;90;1.152,25
2012-09-02;97;1.232,90
2012-09-01;98;1.254,73
2012-08-31;94;1.200,16
2012-08-30;95;1.213,44
2012-08-29;93;1.182,84
2012-08-28;88;1.121,64
2012-08-27;82;1.040,04
2012-08-26;90;1.145,58
2012-08-25;96;1.221,98
2012-08-24;103;1.309,29
2012-08-23;89;1.131,84
2012-08-22;95;1.213,44
2012-08-21;83;1.060,43
2012-08-20;93;1.182,83
2012-08-19;91;1.156,49
2012-08-18;94;1.200,15
2012-08-17;86;1.101,92
2012-08-16;88;1.121,63
2012-08-15;93;1.182,83
2012-08-14;91;1.162,43
2012-08-13;84;1.070,63
2012-08-12;90;1.145,57
2012-08-11;86;1.091,00
2012-08-10;98;1.254,71
2012-08-09;94;1.203,22
2012-08-08;84;1.070,62
2012-08-07;89;1.131,82
2012-08-06;80;1.019,62
2012-08-05;98;1.254,70
2012-08-04;99;1.265,62
2012-08-03;98;1.243,79
2012-08-02;86;1.091,02
2012-08-01;89;1.131,82
2012-07-31;83;1.060,42
2012-07-30;84;1.070,61
2012-07-29;91;1.156,47
2012-07-28;98;1.243,78
2012-07-27;92;1.178,30
2012-07-26;90;1.142,01
2012-07-25;84;1.070,61
2012-07-24;86;1.101,21
2012-07-23;82;1.050,21
2012-07-22;89;1.134,64
2012-07-21;97;1.232,86
2012-07-20;103;1.309,26
2012-07-19;88;1.121,60
2012-07-18;82;1.040,00
2012-07-17;80;1.019,60
2012-07-16;80;1.019,60
2012-07-15;101;1.287,42
2012-07-14;98;1.254,68
2012-07-13;90;1.145,54
2012-07-12;82;1.040,00
2012-07-11;92;1.172,60
2012-07-10;96;1.223,60
2012-07-09;96;1.223,60
2012-07-08;103;1.309,25
2012-07-07;95;1.211,02
2012-07-06;86;1.090,96
2012-07-05;91;1.162,39
2012-07-04;85;1.080,79
2012-07-03;91;1.162,39
2012-07-02;81;1.029,79
2012-07-01;100;1.276,50
2012-06-30;101;1.287,41
2012-06-29;92;1.167,36
2012-06-28;82;1.050,19
2012-06-27;89;1.131,78
2012-06-26;92;1.172,58
2012-06-25;93;1.182,78
2012-06-24;100;1.276,49
2012-06-23;88;1.123,69
2012-06-22;103;1.309,23
2012-06-21;80;1.019,58
2012-06-20;93;1.182,78
2012-06-19;95;1.213,38
2012-06-18;89;1.131,78
2012-06-17;101;1.287,40
2012-06-16;103;1.309,22
2012-06-15;95;1.211,00
2012-06-14;92;1.172,57
2012-06-13;91;1.162,37
2012-06-12;94;1.192,97
2012-06-11;94;1.203,17
2012-06-10;93;1.189,16
2012-06-09;99;1.265,56
2012-06-08;101;1.287,39
2012-06-07;86;1.101,17
2012-06-06;86;1.090,96
2012-06-05;94;1.203,16
2012-06-04;82;1.039,96
2012-06-03;98;1.243,73
2012-06-02;96;1.221,90
2012-06-01;88;1.123,67
2012-05-31;89;1.131,76
2012-05-30;87;1.111,36
2012-05-29;88;1.121,56
2012-05-28;92;1.172,56
2012-05-27;86;1.090,92
2012-05-26;90;1.145,49
2012-05-25;94;1.200,06
2012-05-24;94;1.192,95
2012-05-23;86;1.101,15
2012-05-22;87;1.111,35
2012-05-21;94;1.203,15
2012-05-20;88;1.123,66
2012-05-19;92;1.178,23
2012-05-18;92;1.178,23
2012-05-17;80;1.019,55
2012-05-16;86;1.101,15
2012-05-15;96;1.223,54
2012-05-14;93;1.182,74
2012-05-13;87;1.112,74
2012-05-12;99;1.265,53
