date;meals;amount
2009-09-12;80;931,30
2009-09-11;86;1.004,44
2009-09-10;83;973,67
2009-09-09;87;1.022,95
2009-09-08;83;973,83
2009-09-07;76;891,91
2009-09-06;78;915,55
2009-09-05;75;883,16
2009-09-04;77;907,59
2009-09-03;75;884,04
2009-09-02;81;949,72
2009-09-01;85;999,01
2009-08-31;78;917,09
2009-08-30;79;924,23
2009-08-29;80;940,55
2009-08-28;73;859,45
2009-08-27;85;991,22
2009-08-26;79;925,70
2009-08-25;87;1.015,98
2009-08-24;85;999,66
2009-08-23;86;1.005,98
2009-08-22;87;1.014,18
2009-08-21;74;868,14
2009-08-20;83;975,39
2009-08-19;74;868,87
2009-08-18;82;959,15
2009-08-17;77;901,84
2009-08-16;82;957,84
